Time,Angle
1716894002.772324,-33.71422205604544
1716894002.7818148,-33.84342175114349
1716894002.7874799,-33.98714558007499
1716894002.791118,-34.14471070514385
1716894002.8020566,-34.271976434412004
1716894002.8043606,-34.37070709461817
1716894002.8133852,-34.44256838195021
1716894002.8188975,-34.48913275247866
1716894002.8188975,-34.55452353665925
1716894002.834783,-34.594969619858354
1716894002.840612,-34.61193640539712
1716894002.8467052,-34.60680696979962
1716894002.851191,-34.580886598793306
1716894002.8588483,-34.53540707871903
1716894002.8653748,-34.51338955131388
1716894002.8724763,-34.47159920003551
1716894002.881258,-34.41121014621789
1716894002.8856695,-34.375005416908174
1716894002.8856695,-34.36175663640534
1716894002.897176,-34.37030472416754
1716894002.897176,-34.35731278638277
1716894002.9132442,-34.36610392274595
1716894002.9132442,-34.35334153343472
1716894002.9290178,-34.36234986582623
1716894002.9342885,-34.392036748422804
1716894002.9446828,-34.44137204664424
1716894002.946573,-34.466738656191396
1716894002.946573,-34.51198996393422
1716894002.96182,-34.576141620519245
1716894002.971224,-34.615411593718086
1716894002.9765792,-34.67390898260484
1716894002.9848514,-34.75068785361303
1716894002.9906049,-34.84485657416562
1716894002.9977505,-34.9555749327531
1716894003.0041058,-35.0820514203312
1716894003.0106106,-35.17980145388059
1716894003.018065,-35.29401864999575
1716894003.024969,-35.423918867366176
1716894003.0310876,-35.56876380098377
1716894003.0364504,-35.683642531815146
1716894003.0450861,-35.81428726839492
1716894003.0512035,-35.95995823740104
1716894003.05792,-36.11995929443754
1716894003.064891,-36.293635655962774
1716894003.0692706,-36.48037176140925
1716894003.0773213,-36.63434267179935
1716894003.0848348,-36.80245071248769
1716894003.0906389,-36.98405862583622
1716894003.0972116,-37.13304599430902
1716894003.1029842,-37.251332020211336
1716894003.1072133,-37.38570624146547
1716894003.1182177,-37.49017807597851
1716894003.1223445,-37.61149339733848
1716894003.1300101,-37.74886697697392
1716894003.134031,-37.8560384721633
1716894003.14075,-37.93479486739338
1716894003.1507857,-37.98682189091274
1716894003.1572597,-38.01370968038708
1716894003.1656349,-38.061422030710176
1716894003.1656349,-38.12894906781898
1716894003.1755648,-38.215339556626574
1716894003.1826322,-38.27445113134788
1716894003.1903615,-38.30790740328398
1716894003.1978707,-38.361957818264045
1716894003.202821,-38.39062964743429
1716894003.2131684,-38.39543917810185
1716894003.21694,-38.37781649320532
1716894003.21694,-38.33911030122478
1716894003.2304506,-38.32456740834275
1716894003.2408614,-38.288772619271015
